-6.99999 -57 15
25 -25 55
39 -7 49
35 -9 32
39 -20 36
4.00001 7 37
7.00001 28 35
7.00001 41 38
14 37 50
8.00001 27 5
11 45 0
14 52 8
10 52 13
info
numpoints 13
useRealRAS 0
